Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,0
40951,762.85,285.2574343,183.7581266,1.552352756,0.764870999,41450,228.3427962,0.722239859,0.987961399,0.88429277,0.800479738,0.006965823,0.001764223,0.640767811,0.994697677,3
36548,725.724,267.6696671,174.5499145,1.533484951,0.758124851,37077,215.7182396,0.755748553,0.985732395,0.872028159,0.80591216,0.007323784,0.001905751,0.64949441,0.995989903,3
33896,695.663,257.4012325,168.242884,1.529938304,0.756821921,34357,207.7443804,0.725731169,0.986582065,0.880157724,0.807083861,0.007593853,0.001987543,0.651384358,0.99657788,3
29346,631.556,235.8091427,158.6433177,1.486410813,0.739859402,29687,193.2989593,0.716175322,0.988513491,0.924559885,0.819726314,0.008035478,0.002238036,0.67195123,0.998795573,3
28322,625.881,229.5551129,157.4856443,1.457625639,0.727557028,28703,189.8965255,0.733920705,0.986726126,0.908552958,0.827237185,0.008105187,0.002341332,0.684321361,0.997484361,3
25576,596.602,225.7376431,144.7314481,1.559700025,0.767416478,25970,180.4560185,0.783722498,0.984828648,0.902969492,0.799405965,0.008826151,0.002223416,0.639049897,0.99672614,3
26403,588.912,213.7594715,157.5659892,1.356634592,0.675763873,26646,183.3503305,0.779815701,0.990880432,0.95667039,0.857741316,0.00809603,0.002703194,0.735720166,0.998103427,3
28461,633.854,239.9876164,151.9461717,1.579425225,0.774035894,28896,190.3619465,0.711276053,0.984946013,0.890187617,0.793215706,0.008432157,0.002059129,0.629191156,0.993760383,3
39311,737.159,278.0802937,180.5208523,1.540433086,0.760644986,39792,223.7237577,0.713189405,0.987912143,0.90907897,0.804529349,0.007073854,0.001828115,0.647267474,0.997072232,3
36555,709.93,266.6777218,175.1535007,1.522537208,0.754066219,36948,215.7388967,0.7474543,0.98936343,0.911434775,0.808987325,0.007295246,0.001927465,0.654460491,0.996440449,3
39797,755.236,287.8634353,176.4977828,1.630974796,0.789981826,40299,225.1024526,0.682437067,0.987543115,0.876788474,0.781976538,0.007233295,0.001668364,0.611487306,0.997320385,3
23757,567.677,213.9019038,141.6176662,1.510418223,0.749443519,24029,173.9205332,0.728652926,0.988680345,0.926400678,0.813085485,0.009003742,0.002427435,0.661108006,0.99854958,3
40906,747.915,278.3183814,188.1656213,1.479113875,0.736827797,41346,228.2173017,0.750968405,0.9893581,0.918951077,0.819986451,0.006803852,0.001897411,0.672377779,0.994523303,3
31908,663.923,245.2032937,166.143589,1.475851672,0.735453806,32287,201.5602327,0.764739718,0.988261529,0.909649362,0.822012746,0.007684696,0.002164316,0.675704954,0.997240286,3
27948,631.844,237.8532117,149.9074151,1.586667421,0.776390795,28296,188.6385401,0.689257177,0.987701442,0.879712711,0.793088051,0.008510563,0.002076939,0.628988656,0.997995809,3
38148,717.9,260.3562771,187.0793114,1.391689306,0.695474079,38554,220.3895237,0.815041128,0.989469316,0.930151587,0.846492069,0.0068249,0.002161562,0.716548823,0.997213334,3
34749,697.879,255.7623156,173.4749962,1.474346858,0.734816053,35209,210.3421045,0.739844149,0.986935159,0.896585921,0.822412418,0.007360278,0.002076982,0.676362186,0.997192464,3
31877,673.251,250.3800064,162.2994261,1.5427042,0.761459571,32271,201.4622966,0.720091262,0.987790896,0.883757866,0.804626134,0.007854566,0.002030853,0.647423216,0.998782515,3
24890,582.247,211.6866932,149.9156023,1.412039107,0.7060162,25213,178.0194716,0.743095984,0.987189148,0.922614427,0.840957308,0.008504889,0.002623882,0.707209194,0.998607038,3
35457,688.197,248.6037386,181.9081818,1.366644073,0.681605971,35806,212.4741267,0.76148444,0.99025303,0.940776155,0.854669877,0.007011415,0.002307698,0.730460599,0.998279649,3
26728,616.154,218.9914088,155.6294124,1.407133815,0.703531107,27089,184.4753278,0.748746393,0.986673558,0.884703575,0.842386141,0.008193333,0.002544985,0.70961441,0.998522433,3
32915,681.518,263.1933205,160.1062358,1.643866769,0.793690482,33250,204.7160952,0.836042672,0.989924812,0.890531041,0.777816454,0.007996151,0.001805383,0.604998435,0.994536823,3
40061,756.806,278.5365624,183.4217785,1.518557745,0.752563599,40567,225.8478457,0.707891575,0.987526808,0.878946653,0.810837341,0.006952811,0.001853852,0.657457194,0.998386714,3
33133,668.032,239.6109719,176.7487903,1.355658342,0.6751844,33480,205.392906,0.798866787,0.989635603,0.932988072,0.857193243,0.007231792,0.002408467,0.734780256,0.996110983,3
35282,703.49,270.4880703,166.3696731,1.62582558,0.788470847,35664,211.9491392,0.693067751,0.989288919,0.895874557,0.783580359,0.007666461,0.001782826,0.613998179,0.998253946,3
29054,621.3,229.3542841,161.7145945,1.418265834,0.709121372,29351,192.3348687,0.757344316,0.989881094,0.945830009,0.838592876,0.007894069,0.00240816,0.703238012,0.997378445,3
34855,688.682,252.7764551,176.1330977,1.43514455,0.717271378,35184,210.662679,0.817118342,0.990649159,0.923501249,0.833395179,0.007252229,0.002158019,0.694547524,0.996776093,3
40649,750.717,279.0215276,185.9987668,1.500125686,0.745405948,41076,227.4992621,0.75786785,0.989604635,0.906373562,0.81534663,0.006864167,0.001871271,0.664790126,0.997268744,3
36373,706.208,260.7169424,178.2056931,1.463011298,0.729930173,36774,215.2011663,0.759226017,0.989095557,0.916481538,0.82542072,0.00716787,0.002052444,0.681319365,0.996777928,3
28960,627.343,230.5684836,160.4623716,1.436900635,0.71809766,29266,192.0234809,0.765550239,0.989544181,0.924694573,0.83282623,0.007961619,0.002362646,0.693599529,0.996633603,3
32953,675.085,258.5233923,162.8425082,1.587567,0.776680564,33268,204.8342323,0.811910218,0.990531442,0.908631745,0.792323783,0.007845216,0.001907196,0.627776978,0.996638013,3
27166,639.697,231.7196861,149.7418292,1.547461302,0.763151414,27700,185.9807126,0.710538017,0.980722022,0.834232168,0.802610757,0.008529768,0.002183418,0.644184027,0.996849854,3
41941,770.196,292.6198886,183.3620757,1.59585829,0.779323297,42390,231.0864335,0.710094135,0.989407879,0.888476873,0.789715404,0.006976941,0.001673891,0.623650419,0.995257691,3
32061,653.995,237.928599,171.9643956,1.383592215,0.691102974,32411,202.042899,0.71913061,0.989201197,0.94197217,0.8491745,0.007421122,0.00238033,0.721097331,0.997704653,3
41574,754.002,273.506578,193.8869062,1.410650071,0.705316011,41973,230.0731641,0.743375174,0.990493889,0.918938993,0.841197918,0.006578789,0.002031976,0.707613938,0.998195652,3
25677,586.209,215.5427721,151.9313763,1.418685049,0.709328475,25895,180.8119791,0.743248328,0.991581386,0.938964518,0.838868209,0.008394391,0.002564153,0.703699872,0.998328487,3
28723,620.313,226.5884564,161.8852939,1.39968524,0.699690234,29059,191.2361353,0.784910095,0.988437317,0.938032524,0.843980044,0.007888746,0.002468974,0.712302314,0.996999035,3
26571,626.86,215.0255524,157.9695125,1.361183871,0.678441309,27000,183.9327267,0.799079755,0.984111111,0.849721578,0.855399391,0.00809249,0.002672623,0.731708119,0.995989289,3
37632,713.497,265.529855,180.7686029,1.468893661,0.732483787,37954,218.8939253,0.753710269,0.991516046,0.928929727,0.824366531,0.007055959,0.002010098,0.679580177,0.998231014,3
28628,626.577,231.0964606,158.5905524,1.457189329,0.727363277,28931,190.919621,0.705366382,0.989526805,0.916330146,0.826146885,0.008072393,0.002319589,0.682518675,0.99455893,3
32211,671.846,248.3245435,165.8386389,1.497386527,0.744313626,32560,202.5149846,0.737532628,0.989281327,0.896756638,0.815525448,0.007709309,0.002103513,0.665081756,0.995884461,3
24723,592.848,218.6189668,144.2485864,1.515570947,0.751426024,25152,177.4212537,0.737647691,0.982943702,0.883943109,0.811554717,0.008842736,0.002366125,0.658621059,0.998186942,3
29760,656.499,248.0332937,153.1977689,1.619039856,0.786453083,30254,194.6576709,0.683949255,0.983671581,0.867710101,0.784804604,0.008334452,0.001950307,0.615918267,0.997196222,3
22190,564.639,202.9816946,139.9455813,1.450433037,0.724333972,22701,168.0868392,0.773602008,0.977489978,0.87463212,0.828088658,0.00914744,0.002653302,0.685730826,0.994606645,3
29709,639.387,238.9270984,158.7439363,1.505110079,0.747374301,29986,194.490806,0.721617683,0.990762356,0.913209233,0.814017361,0.008042246,0.00217817,0.662624264,0.997322457,3
26420,605.129,221.7853347,152.0815434,1.458331693,0.727870085,26769,183.4093476,0.817121826,0.986962531,0.906664778,0.826967878,0.0083946,0.002421778,0.683875871,0.997317857,3
27092,603.301,214.568627,161.1379927,1.331583095,0.66031835,27441,185.7272348,0.766870471,0.987281805,0.935368716,0.8655843,0.00792,0.002742473,0.74923618,0.997670232,3
22333,545.278,201.0372975,142.0385806,1.415371068,0.707684588,22596,168.6275741,0.799434422,0.988360772,0.943889116,0.83878751,0.009001804,0.002748636,0.703564486,0.995804819,3
32408,674.039,257.0555033,161.0262144,1.59635811,0.779481009,32781,203.1333236,0.708913923,0.988621458,0.896379763,0.790231374,0.007931853,0.00190797,0.624465625,0.996870765,3
28279,629.709,232.1746238,155.7236598,1.490939939,0.741712608,28617,189.7523151,0.720098801,0.988188839,0.896177655,0.81728275,0.008210143,0.002259539,0.667951094,0.995874963,3
39577,733.731,273.7498462,184.3631701,1.484840199,0.739211689,39963,224.479401,0.784884182,0.990341065,0.923802213,0.820016537,0.006916892,0.001929218,0.672427121,0.998446821,3
23018,567.483,209.2048084,140.1855369,1.492342313,0.742282075,23306,171.1941233,0.73315072,0.987642667,0.898197285,0.818308741,0.009088748,0.002513927,0.669629195,0.999315982,3
27332,626.434,234.3922922,149.6996445,1.565750494,0.769479624,27859,186.5480722,0.719869364,0.981083312,0.875247006,0.795879721,0.008575746,0.002122469,0.633424531,0.991784771,3
26307,606.265,217.531817,154.6776643,1.406355714,0.703133705,26684,183.0167006,0.696726522,0.985871683,0.899406859,0.84133302,0.008268971,0.002555659,0.707841251,0.995476588,3
34283,692.028,256.3055328,170.9765596,1.499068255,0.744985164,34703,208.9269521,0.709704799,0.9878973,0.899583227,0.815148038,0.00747617,0.002036127,0.664466323,0.996080371,3
30086,640.508,236.9364386,162.7266285,1.456039744,0.726851703,30409,195.7209364,0.824725877,0.989378145,0.921563357,0.826048275,0.007875305,0.002261876,0.682355753,0.993537096,3
40335,740.017,271.1893015,189.7444059,1.429234766,0.714461148,40733,226.6188806,0.7891802,0.990229053,0.925568428,0.835648307,0.006723424,0.002022388,0.698308093,0.998046203,3
28515,622.373,235.4868924,154.4033616,1.525140968,0.75504142,28829,190.542451,0.757008601,0.98910819,0.925085242,0.809142492,0.008258351,0.0021836,0.654711572,0.998527441,3
28240,648.293,247.933286,145.2984482,1.706372567,0.810283216,28646,189.6214248,0.669194313,0.985826992,0.844368245,0.764808259,0.008779507,0.001852935,0.584931673,0.99811136,3
32781,674.424,260.4018626,160.8078929,1.619335083,0.786541507,33087,204.2989611,0.793075918,0.990751655,0.905661755,0.784552611,0.007943683,0.001856479,0.615522799,0.996737663,3
33359,680.514,250.2176681,170.3707644,1.468665525,0.732385487,33781,206.0922075,0.705801456,0.987507771,0.905208782,0.823651699,0.007500754,0.002129409,0.678402121,0.996345808,3
31874,665.463,250.3141899,162.3610836,1.541712979,0.761104598,32199,201.4528164,0.7001274,0.989906519,0.904479244,0.804799826,0.007853241,0.002032264,0.64770276,0.998571752,3
25918,598.787,221.1815288,149.8769869,1.475753772,0.735412391,26281,181.6585327,0.738404558,0.98618774,0.908378034,0.82130969,0.008533896,0.002395272,0.674549606,0.995469126,3
30017,634.725,231.4203017,165.4694413,1.398568219,0.699107104,30345,195.4963719,0.728285132,0.989190971,0.936280419,0.844767596,0.007709641,0.002421937,0.713632291,0.998063441,3
37037,708.535,261.7894114,180.3889056,1.451250067,0.724703229,37454,217.1565634,0.726215686,0.988866343,0.92709246,0.829508582,0.007068321,0.002064332,0.688084487,0.998582659,3
36623,712.553,263.225672,177.7805501,1.480621316,0.737458783,37100,215.9394634,0.714149214,0.987142857,0.906419907,0.820358674,0.007187442,0.002008025,0.672988355,0.996440903,3
41964,756.887,287.164102,186.2711081,1.541645964,0.761080567,42310,231.1497875,0.798705748,0.991822264,0.920501817,0.804939705,0.006843106,0.001772093,0.647927928,0.998875476,3
31520,657.536,239.070754,168.4081575,1.419591293,0.709775351,31870,200.3310022,0.821346675,0.989017885,0.916129783,0.83795696,0.007584732,0.002306784,0.702171866,0.996797068,3
26874,609.355,230.0850987,149.1908917,1.542219475,0.761286089,27275,184.978484,0.788093842,0.985297892,0.90949731,0.803956818,0.008561625,0.002206312,0.646346566,0.996808262,3
24796,581.279,215.8817669,146.6524754,1.472063573,0.733843575,25087,177.6829979,0.72933702,0.988400367,0.922193857,0.823056993,0.008706314,0.002464528,0.677422814,0.997209447,3
33165,674.921,261.1331351,162.0316558,1.611618013,0.784210853,33414,205.4920668,0.816751219,0.992548034,0.914921815,0.786924519,0.007873757,0.00186249,0.619250199,0.997994775,3
32038,675.473,239.9630491,170.6138358,1.406468872,0.703191553,32573,201.970415,0.747259411,0.983575354,0.882387349,0.841672982,0.007489951,0.002318634,0.708413408,0.996361407,3
35790,700.082,260.6489341,175.2987023,1.486884561,0.74005426,36164,213.4695372,0.737725193,0.989658224,0.917642965,0.818992558,0.007282731,0.002021128,0.67074881,0.997326049,3
27384,609.637,231.6569315,151.0573014,1.533569906,0.758155922,27624,186.7254447,0.771597633,0.991311903,0.925900067,0.806042986,0.008459572,0.002202729,0.649705295,0.996368487,3
27815,613.813,228.5974907,155.3319184,1.471671071,0.733675818,28104,188.1891547,0.777498253,0.989716766,0.927719668,0.823233685,0.008218497,0.002328438,0.6777137,0.997371647,3
31136,655.339,242.2245189,163.9991576,1.47698636,0.735933043,31546,199.1069724,0.756205372,0.987003107,0.911046732,0.821993468,0.007779564,0.002190829,0.675673262,0.997960192,3
30136,638.327,230.3926265,167.3832636,1.376437653,0.687152604,30491,195.8835034,0.778687889,0.98835722,0.92941364,0.850216026,0.007645096,0.002464222,0.722867292,0.994981758,3
31991,666.561,252.1849516,161.9232936,1.557434672,0.76663638,32385,201.8222145,0.757416483,0.987833874,0.904811018,0.80029444,0.007882997,0.001994667,0.64047119,0.997492038,3
25878,585.837,207.5047699,159.3829129,1.301926073,0.640338583,26154,181.5182992,0.736341908,0.989447121,0.947516929,0.874766875,0.008018578,0.002896319,0.765217086,0.996256076,3
40536,751.453,284.8866746,181.5916585,1.568831283,0.770518883,40936,227.1828299,0.805900714,0.99022865,0.90208427,0.797449829,0.007027992,0.001753172,0.63592623,0.997660962,3
37570,721.363,270.7227895,177.3597368,1.526405003,0.755512596,37933,218.7135334,0.692496267,0.990430496,0.90728417,0.807887411,0.007205824,0.001893506,0.652682068,0.996257174,3
32600,673.72,249.5018232,166.9111706,1.494818006,0.743282421,33108,203.734163,0.798549873,0.984656276,0.902544417,0.816563824,0.00765343,0.002098923,0.666776479,0.996709488,3
24343,572.561,208.593682,148.9329752,1.400587624,0.700159943,24630,176.0524644,0.776243622,0.988347544,0.933126316,0.843997109,0.008568939,0.002682073,0.712331119,0.99768215,3
32054,666.875,257.4984326,159.0768072,1.618705059,0.786352738,32398,202.0208414,0.753467162,0.989382061,0.905739323,0.784551733,0.00803327,0.001877407,0.615521421,0.996347638,3
30872,653.682,250.0381319,157.8422594,1.584101323,0.775560903,31178,198.2610684,0.823033858,0.990185387,0.907907444,0.792923331,0.008099188,0.001974904,0.628727408,0.995967919,3
29119,643.089,250.4928561,148.3821804,1.688159962,0.80567272,29407,192.5498956,0.764719786,0.990206413,0.884798053,0.76868418,0.008602385,0.001852637,0.590875368,0.99749214,3
37622,712.941,253.8932944,189.2208783,1.341782665,0.666754772,38017,218.8648399,0.777571098,0.989609911,0.930131947,0.86203474,0.006748533,0.002298731,0.743103892,0.997083921,3
26432,596.331,223.4038666,151.0013061,1.479483009,0.736982537,26708,183.4509952,0.777983812,0.989666018,0.934039229,0.821163026,0.008452023,0.002370598,0.674308716,0.997628288,3
40448,747.503,282.4991849,182.8734254,1.544779862,0.762200156,40849,226.9360992,0.705160391,0.990183358,0.90966406,0.803315943,0.006984256,0.001794095,0.645316505,0.996871941,3
41712,772.602,285.7319166,186.6747539,1.530640382,0.757080741,42286,230.4546981,0.705428716,0.986425767,0.878130824,0.806541673,0.006850113,0.001788071,0.650509471,0.995696065,3
27550,608.478,223.362128,157.2186007,1.420710571,0.710325709,27828,187.2905482,0.804262152,0.990010062,0.935064795,0.838506285,0.008107518,0.002472253,0.70309279,0.99889136,3
34999,688.989,250.4135016,178.2378358,1.404940205,0.702408486,35406,211.0973965,0.759922703,0.988504773,0.926490399,0.842995267,0.007154876,0.002228858,0.71064102,0.99840814,3
29577,628.476,230.6839252,163.5540529,1.410444567,0.705212185,29930,194.0582542,0.758851601,0.988205814,0.940993427,0.841230068,0.007799436,0.002409362,0.707668028,0.998126525,3
33848,689.11,262.173124,165.6426459,1.58276344,0.775126267,34122,207.5972353,0.672147424,0.99196999,0.895706595,0.791832634,0.007745602,0.001878315,0.62699892,0.992390968,3
28532,626.691,230.3359945,157.9116792,1.458638117,0.728005767,28861,190.5992411,0.720486856,0.988600534,0.912925134,0.827483527,0.0080729,0.002334784,0.684728987,0.998771801,3
31958,681.223,261.3888144,156.1522341,1.673935797,0.801947529,32425,201.7180938,0.743071057,0.985597533,0.865387965,0.771716625,0.008179136,0.001789446,0.59554655,0.996906689,3
30916,663.031,247.4947087,159.5767298,1.550944859,0.764378117,31324,198.4023028,0.697941123,0.986974844,0.883741997,0.801642604,0.008005392,0.002039321,0.642630865,0.996685036,3
38261,734.029,271.8838261,179.5208841,1.514496921,0.751014893,38662,220.7156955,0.713931184,0.989628059,0.892359279,0.811801491,0.00710603,0.001903734,0.659021661,0.998086276,3
26061,607.468,219.3658829,152.0946569,1.442298417,0.720612729,26501,182.1589849,0.792248062,0.983396853,0.887470917,0.830388858,0.008417401,0.002468788,0.689545655,0.994530606,3
31511,652.328,243.9790135,164.68033,1.481530997,0.737838366,31768,200.3023996,0.802153603,0.991910098,0.930550634,0.820982087,0.007742662,0.002169725,0.674011587,0.998569058,3
29548,662.921,256.8856508,146.5285233,1.753144337,0.821364493,29911,193.9630946,0.763336692,0.987863997,0.844917686,0.755056166,0.008693842,0.001743045,0.570109814,0.999484792,3
27247,609.007,233.4412941,148.8718917,1.568068299,0.770262202,27482,186.2577727,0.809404985,0.991448948,0.923174897,0.797878428,0.008567596,0.002141833,0.636609985,0.998247937,3
25929,597.772,224.6099506,147.2894074,1.524956577,0.754972565,26208,181.697078,0.703178391,0.989354396,0.911852293,0.808944918,0.0086625,0.002288225,0.65439188,0.997919201,3
28935,625.763,217.2830795,169.937502,1.278605822,0.6231506,29254,191.9405799,0.760246978,0.989095508,0.928567735,0.883366438,0.007509351,0.002820628,0.780336263,0.99774249,3
35441,703.568,274.5416921,164.6718149,1.667205116,0.800145298,35732,212.4261818,0.816311959,0.991856039,0.899712335,0.773748352,0.007746443,0.001712699,0.598686512,0.998133215,3
29688,634.872,231.2620901,163.8302407,1.411595864,0.705793069,30068,194.4220553,0.715752929,0.98736198,0.925589583,0.84070007,0.00778975,0.002400311,0.706776608,0.997682936,3
33222,679.444,256.3828441,165.4872051,1.549260826,0.763786379,33590,205.6685784,0.792566262,0.989044358,0.90433284,0.802193217,0.007717261,0.001971328,0.643513957,0.996970964,3
30630,644.058,238.2480779,164.3594486,1.449555106,0.723936284,30924,197.4824733,0.757306038,0.990492821,0.927912238,0.828894298,0.007778259,0.002264951,0.687065757,0.995939676,3
36035,708.696,260.9400059,177.1052407,1.47336129,0.734397,36461,214.1989426,0.745325556,0.988316283,0.901601088,0.820874292,0.007241293,0.002028161,0.673834603,0.99280182,3
36932,708.292,253.2997261,185.7826545,1.363419673,0.679743532,37379,216.8485252,0.749386198,0.988041414,0.925098587,0.85609459,0.006858543,0.002272473,0.732897947,0.99924748,3
38621,748.95,283.119477,174.4883418,1.622569588,0.787506468,39137,221.7516279,0.68789185,0.986815545,0.865222348,0.783243987,0.007330713,0.001701823,0.613471143,0.995399619,3
34044,686.252,256.7741355,169.170536,1.517841945,0.752291742,34448,208.1974233,0.779252884,0.988272178,0.908412705,0.810819294,0.00754242,0.002010883,0.657427928,0.997871685,3
27084,606.3,224.705259,153.7233179,1.461751294,0.729378002,27413,185.6998111,0.710362735,0.987998395,0.925864714,0.826415064,0.008296605,0.002387114,0.682961859,0.998320381,3
38803,734.716,278.4685032,177.824913,1.565970135,0.769553967,39222,222.2735118,0.759993732,0.98931722,0.903308657,0.79819983,0.007176468,0.001796954,0.637122968,0.997715541,3
39309,732.876,272.4482733,184.388709,1.477575687,0.736181388,39628,223.7180665,0.703781287,0.991950136,0.919688721,0.821139601,0.006930939,0.001943747,0.674270245,0.99628532,3
23018,578.382,203.7609998,144.2976069,1.412088559,0.706041077,23465,171.1941233,0.781994225,0.980950352,0.864665065,0.840171198,0.008852246,0.002720849,0.705887642,0.996775863,3
34286,680.595,250.8824835,174.1883366,1.440294387,0.719683286,34624,208.9360932,0.762436345,0.990237985,0.930141831,0.832804627,0.007317345,0.00217123,0.693563547,0.998935684,3
29294,644.536,238.8184262,156.5272034,1.525731125,0.755261587,29674,193.1276242,0.769477279,0.987194177,0.886123353,0.808679746,0.008152469,0.002150677,0.653962931,0.997771599,3
29307,627.269,228.2960041,163.7280852,1.39436068,0.696893577,29592,193.1704722,0.787230042,0.990369019,0.935995107,0.8461404,0.007789811,0.002463068,0.715953576,0.998297515,3
32036,665.675,248.5658622,164.4457259,1.511537383,0.749876286,32421,201.9641108,0.8054913,0.988124981,0.90849733,0.812517492,0.007758954,0.002085998,0.660184674,0.997893815,3
25919,602.036,230.2421418,143.5329493,1.604106534,0.781903095,26196,181.6620372,0.760779594,0.989425867,0.898634696,0.789004288,0.008883141,0.002123556,0.622527767,0.998600858,3
